country,points,price,province,region_1,region_2,title,variety,winery,year
US,90,29,Washington,Columbia Valley (WA),Columbia Valley,Dunham 2013 Trutina Red (Columbia Valley (WA)),Red Blend,Dunham,2013
US,90,62,California,Templeton Gap District,Central Coast,Four Lanterns 2014 Third Blue Hour Cabernet Sauvignon (Templeton Gap District),Cabernet Sauvignon,Four Lanterns,2014
US,90,155,California,Napa Valley,Napa,Hestan 2012 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hestan,2012
US,90,28,New York,North Fork of Long Island,Long Island,Hound's Tree 2015 Cabernet Sauvignon (North Fork of Long Island),Cabernet Sauvignon,Hound's Tree,2015
US,87,23,California,Anderson Valley,,Husch 2008 Pinot Noir (Anderson Valley),Pinot Noir,Husch,2008
US,87,30,California,Mt. Harlan,Central Coast,Calera 2007 Mt. Harlan Cuvée Pinot Noir (Mt. Harlan),Pinot Noir,Calera,2007
US,87,14,California,Central Coast,Central Coast,Cupcake 2008 Pinot Noir (Central Coast),Pinot Noir,Cupcake,2008
US,87,40,California,Santa Cruz Mountains,Central Coast,Fernwood 2007 Estate Grown Redwood Retreat Vineyards Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Fernwood,2007
US,87,25,California,Sonoma County,Sonoma,Headbanger 2007 Rock n Red Red (Sonoma County),Red Blend,Headbanger,2007
US,86,55,California,St. Helena,Napa,Midsummer Cellars 2013 Tomasson Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Midsummer Cellars,2013
US,86,24,California,Sierra Foothills,Sierra Foothills,Chacewater 2013 Highlander Red (Sierra Foothills),Red Blend,Chacewater,2013
US,86,40,Washington,Walla Walla Valley (WA),Columbia Valley,Deuce 2012 Reserve Syrah (Walla Walla Valley (WA)),Syrah,Deuce,2012
US,86,75,California,Paso Robles,Central Coast,Hunt Cellars 2010 Cloud 9 Destiny Vineyards Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Hunt Cellars,2010
US,86,35,California,Happy Canyon of Santa Barbara,Central Coast,Martellotto 2014 La Bomba Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Martellotto,2014
US,86,17,California,Dunnigan Hills,Central Valley,Matchbook 2012 Tinto Rey Red (Dunnigan Hills),Red Blend,Matchbook,2012
US,88,30,Washington,Horse Heaven Hills,Columbia Valley,14 Hands 2012 The Reserve Red (Horse Heaven Hills),Red Blend,14 Hands,14
US,88,35,Washington,Walla Walla Valley (WA),Columbia Valley,Brady Cellars 2012 Blue Mountain Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Brady Cellars,2012
US,88,13,California,Lodi,Central Valley,The Divining Rod 2012 Divine Red (Lodi),Red Blend,The Divining Rod,2012
US,88,14,Washington,Columbia Valley (WA),Columbia Valley,Three Rivers 2013 River's Red (Columbia Valley (WA)),Red Blend,Three Rivers,2013
US,88,20,Washington,Columbia Valley (WA),Columbia Valley,Treveri Cellars NV Blanc de Noir Pinot Noir (Columbia Valley (WA)),Pinot Noir,Treveri Cellars,
US,91,65,California,Sonoma Coast,Sonoma,Guarachi Family 2014 Pinot Noir (Sonoma Coast),Pinot Noir,Guarachi Family,2014
US,91,39,California,Rutherford,Napa,Joseph Carr 2012 Red (Rutherford),Red Blend,Joseph Carr,2012
US,91,35,Washington,Walla Walla Valley (WA),Columbia Valley,Saviah 2013 Une Vallée Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Saviah,2013
US,91,56,California,Sonoma Coast,Sonoma,Whistler 2013 Corvus Whistler Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Whistler,2013
US,91,28,California,Paso Robles,Central Coast,Eberle 2014 Cotes-du-Robles Mourvèdre--Syrah-Grenache-Durif Red (Paso Robles),Red Blend,Eberle,2014
US,91,50,Washington,Red Mountain,Columbia Valley,Fidelitas 2013 Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Fidelitas,2013
US,91,38,California,Chalone,Central Coast,Flywheel 2013 Brosseau Vineyard Pinot Noir (Chalone),Pinot Noir,Flywheel,2013
US,91,65,Washington,Red Mountain,Columbia Valley,Force Majeure 2013 Collaboration Series III Red Wine Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,Force Majeure,2013
US,91,39,Washington,Columbia Valley (WA),Columbia Valley,Baer 2013 Callisto Red (Columbia Valley (WA)),Red Blend,Baer,2013
US,88,25,Washington,Horse Heaven Hills,Columbia Valley,Alexandria Nicole 2009 Quarry Butte Destiny Ridge Vineyards Estate Grown Red (Horse Heaven Hills),Red Blend,Alexandria Nicole,2009
US,88,65,California,Russian River Valley,Sonoma,EnRoute 2010 Les Pommiers Pinot Noir (Russian River Valley),Pinot Noir,EnRoute,2010
US,87,60,New York,North Fork of Long Island,Long Island,Clovis Point 2007 Archeology Red (North Fork of Long Island),Red Blend,Clovis Point,2007
US,87,60,California,Russian River Valley,Sonoma,J Vineyards & Winery 2010 Robert Thomas Vineyard Pinot Noir (Russian River Valley),Pinot Noir,J Vineyards & Winery,2010
US,87,32,California,Sta. Rita Hills,Central Coast,Kessler-Haak 2009 Turner Vineyard Syrah (Sta. Rita Hills),Syrah,Kessler-Haak,2009
US,87,45,California,Santa Maria Valley,Central Coast,Longoria 2010 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Longoria,2010
US,87,17,Washington,Columbia Valley (WA),Columbia Valley,Milbrandt 2009 Brothers' Blend Red Red (Columbia Valley (WA)),Red Blend,Milbrandt,2009
US,87,46,California,Sonoma Valley,Sonoma,Muscardini 2009 Tesoro Red (Sonoma Valley),Red Blend,Muscardini,2009
US,89,49,Oregon,Dundee Hills,Willamette Valley,Winter's Hill 2015 Block 10 Pinot Noir (Dundee Hills),Pinot Noir,Winter's Hill,2015
US,89,31,California,Central Valley,,Karine 2012 Love Ranch Vineyard Syrah,Syrah,Karine,2012
US,89,30,Oregon,Applegate Valley,Southern Oregon,Plaisance Ranch 2014 Papa Joe's Private Stash Syrah (Applegate Valley),Syrah,Plaisance Ranch,2014
US,89,15,California,Paso Robles,Central Coast,Chronic Cellars 2015 Purple Paradise Red (Paso Robles),Red Blend,Chronic Cellars,2015
US,89,32,Oregon,Oregon,Oregon Other,Eola Hills 2014 Barrel Select Reserve Pinot Noir (Oregon),Pinot Noir,Eola Hills,2014
US,89,36,California,Happy Canyon of Santa Barbara,Central Coast,Foxen 7200 2007 Grassini Family Vineyard Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Foxen 7200,7200
US,89,35,California,Happy Canyon of Santa Barbara,Central Coast,Foxen 7200 2008 Range 30 West Red (Happy Canyon of Santa Barbara),Bordeaux-style Red Blend,Foxen 7200,7200
US,91,42,California,Sonoma Mountain,Sonoma,La Follette 2011 Van Der Kamp Vineyard Pinot Noir (Sonoma Mountain),Pinot Noir,La Follette,2011
US,91,44,California,Napa Valley,Napa,Laird 2010 Jillian's Blend Red (Napa Valley),Red Blend,Laird,2010
US,91,36,California,Santa Lucia Highlands,Central Coast,McIntyre Vineyards 2012 Estate 25th Anniversary Pinot Noir (Santa Lucia Highlands),Pinot Noir,McIntyre Vineyards,2012
US,91,65,Oregon,Chehalem Mountains,Willamette Valley,Anam Cara 2011 Heather's Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Anam Cara,2011
US,91,45,California,Ben Lomond Mountain,Central Coast,Beauregard 2012 Bald Mountain Vineyard Pinot Noir (Ben Lomond Mountain),Pinot Noir,Beauregard,2012
US,91,56,California,Russian River Valley,Sonoma,Benovia 2011 Bella Una Pinot Noir (Russian River Valley),Pinot Noir,Benovia,2011
US,91,65,Oregon,Chehalem Mountains,Willamette Valley,Anam Cara 2011 Mark VI Pinot Noir (Chehalem Mountains),Pinot Noir,Anam Cara,2011
US,91,20,California,Napa Valley,Napa,Brick & Mortar 2013 Rosé of Pinot Noir (Napa Valley),Pinot Noir,Brick & Mortar,2013
US,89,18,California,Santa Barbara County,Central Coast,Lucas & Lewellen 2014 Estate Vineyards Rosé of Pinot Noir (Santa Barbara County),Pinot Noir,Lucas & Lewellen,2014
US,89,35,California,Santa Lucia Highlands,Central Coast,MacMurray Estate Vineyards 2013 Reserve Pinot Noir (Santa Lucia Highlands),Pinot Noir,MacMurray Estate Vineyards,2013
US,89,14,Washington,Columbia Valley (WA),Columbia Valley,For a Song 2013 Syrah (Columbia Valley (WA)),Syrah,For a Song,2013
US,89,15,California,California,California Other,Murphy-Goode 2012 Cabernet Sauvignon (California),Cabernet Sauvignon,Murphy-Goode,2012
US,89,25,California,Napa Valley,Napa,Peju 2014 Rosé of Syrah (Napa Valley),Syrah,Peju,2014
US,89,28,California,Napa Valley,Napa,Robert Mondavi 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Robert Mondavi,2012
US,89,18,New York,Finger Lakes,Finger Lakes,Thirsty Owl Wine Company 2013 Pinot Noir (Finger Lakes),Pinot Noir,Thirsty Owl Wine Company,2013
US,88,60,California,Santa Cruz Mountains,Central Coast,Kings Mountain 2010 Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Kings Mountain,2010
US,88,23,California,Napa Valley,Napa,Magness 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Magness,2012
US,88,30,Oregon,Willamette Valley,Willamette Valley,Abbey Creek 2012 Pinot Noir (Willamette Valley),Pinot Noir,Abbey Creek,2012
US,88,45,Oregon,Chehalem Mountains,Willamette Valley,Anam Cara 2011 Nicholas Estate Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Anam Cara,2011
US,88,18,California,Central Coast,Central Coast,Calera 2013 Vin Gris of Pinot Noir (Central Coast),Pinot Noir,Calera,2013
US,88,47,California,Santa Lucia Highlands,Central Coast,Caraccioli 2010 Limited Production Pinot Noir (Santa Lucia Highlands),Pinot Noir,Caraccioli,2010
US,87,33,Oregon,Willamette Valley,Willamette Valley,Fullerton 2013 Five Faces Pinot Noir (Willamette Valley),Pinot Noir,Fullerton,2013
US,87,20,Oregon,Oregon,Oregon Other,Gooseneck 2014 Pinot Noir (Oregon),Pinot Noir,Gooseneck,2014
US,87,60,Oregon,Rogue Valley,Southern Oregon,Griffin Creek 2012 Griffin Red (Rogue Valley),Bordeaux-style Red Blend,Griffin Creek,2012
US,87,60,California,Sonoma Coast,Sonoma,Hirsch 2012 San Andreas Fault Pinot Noir (Sonoma Coast),Pinot Noir,Hirsch,2012
US,85,30,California,Sonoma County,Sonoma,Kenwood 2005 Reserve Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Kenwood,2005
US,84,27,California,Santa Lucia Highlands,Central Coast,Hahn 2006 SLH Syrah (Santa Lucia Highlands),Syrah,Hahn,2006
US,84,24,Washington,Yakima Valley,Columbia Valley,Airfield Estates 2007 Spitfire Dolcetto-Primitivo-Sangiovese Red (Yakima Valley),Red Blend,Airfield Estates,2007
US,84,13,California,California,California Other,Hey Mambo 2007 Sultry Red Red (California),Red Blend,Hey Mambo,2007
US,84,30,Washington,Yakima Valley,Columbia Valley,Northwest Totem Cellars 2006 Elerding Vineyard Syrah (Yakima Valley),Syrah,Northwest Totem Cellars,2006
US,86,60,Oregon,Chehalem Mountains,Willamette Valley,Torii Mor 2008 Hawks View Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Torii Mor,2008
US,86,30,California,Bennett Valley,Sonoma,Baldassari Family Wines 2007 Jemrose Vineyard Syrah (Bennett Valley),Syrah,Baldassari Family Wines,2007
US,84,50,New York,North Fork of Long Island,Long Island,Waters Crest 2008 Campania Rosso Red (North Fork of Long Island),Bordeaux-style Red Blend,Waters Crest,2008
US,84,39,Oregon,Umpqua Valley,Southern Oregon,Reustle 2010 Winemaker Reserve Prayer Rock Vineyards Syrah (Umpqua Valley),Syrah,Reustle,2010
US,87,17,California,Paso Robles,Central Coast,J. Lohr 2014 Seven Oaks Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,J. Lohr,2014
US,87,32,Washington,Columbia Valley (WA),Columbia Valley,Keira 2014 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Keira,2014
US,89,50,California,Howell Mountain,Napa,Pine Ridge 1997 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Pine Ridge,1997
US,89,48,California,Santa Cruz Mountains,Central Coast,Thunder Mountain 1997 Bates Ranch Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Thunder Mountain,1997
US,89,50,California,Napa,,Spring Mountain Vineyard 1997 Miravalle-La Perla-Chevalier Red,Bordeaux-style Red Blend,Spring Mountain Vineyard,1997
US,89,45,California,Napa Valley,Napa,Shafer 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Shafer,1997
US,89,45,California,Mendocino,,Topel 1997 Hidden Vineyard Reserve Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,Topel,1997
US,89,60,California,Napa Valley,Napa,The Terraces 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,The Terraces,1997
US,89,40,California,Napa Valley,Napa,Karl Lawrence 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Karl Lawrence,1997
US,89,35,California,Dry Creek Valley,Sonoma,Dry Creek Vineyard 1997 Reserve Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Dry Creek Vineyard,1997
US,89,50,California,Sonoma Mountain,Sonoma,August Briggs 1997 Cabernet Sauvignon (Sonoma Mountain),Cabernet Sauvignon,August Briggs,1997
US,89,39,California,Napa Valley,Napa,Merryvale 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Merryvale,1997
US,89,45,California,Stags Leap District,Napa,Robert Mondavi 1997 SLD Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Robert Mondavi,1997
US,89,80,California,Napa Valley,Napa,Conn Valley 1997 Eloge Red (Napa Valley),Bordeaux-style Red Blend,Conn Valley,1997
US,89,42,California,Napa Valley,Napa,Cain 1997 Concept Red (Napa Valley),Bordeaux-style Red Blend,Cain,1997
US,89,30,California,Redwood Valley,,Lolonis 1997 Private Reserve Cabernet Sauvignon (Redwood Valley),Cabernet Sauvignon,Lolonis,1997
US,89,42,California,Chalk Hill,Sonoma,Herzog 1997 Special Edition Warnecke Vyd Cabernet Sauvignon (Chalk Hill),Cabernet Sauvignon,Herzog,1997
US,89,52,California,Stags Leap District,Napa,Chimney Rock 1997 Elevage Red (Stags Leap District),Bordeaux-style Red Blend,Chimney Rock,1997
US,89,40,California,Napa Valley,Napa,M. Trinchero 1997 Founder's Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,M. Trinchero,1997
US,88,100,California,Sonoma Valley,Sonoma,B.R. Cohn 1997 Olive Hill Estate Vyds Special Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,B.R. Cohn,1997
US,88,65,California,Napa Valley,Napa,Liparita 1997 Vineyard Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Liparita,1997
US,88,41,California,Napa Valley,Napa,Guenoc 1997 Reserve Bella Vista Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Guenoc,1997
US,91,82,California,Anderson Valley,,Goldeneye 2013 Confluence Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye,2013
US,90,35,Oregon,Eola-Amity Hills,Willamette Valley,BKB 2014 Makena Pinot Noir (Eola-Amity Hills),Pinot Noir,BKB,2014
US,84,40,Washington,Wahluke Slope,Columbia Valley,Mas Chappell 2012 Pinot Noir (Wahluke Slope),Pinot Noir,Mas Chappell,2012
US,84,19,California,Central Coast,Central Coast,Unparalleled 2014 Cabernet Sauvignon (Central Coast),Cabernet Sauvignon,Unparalleled,2014
US,84,24,California,Sonoma Coast,Sonoma,Redwood Empire 2014 Pinot Noir (Sonoma Coast),Pinot Noir,Redwood Empire,2014
US,83,25,Oregon,Applegate Valley,Southern Oregon,Plaisance Ranch 2014 Ranch Red (Applegate Valley),Red Blend,Plaisance Ranch,2014
US,86,16,California,El Dorado,Sierra Foothills,Granite Springs 1999 Syrah (El Dorado),Syrah,Granite Springs,1999
US,86,60,California,Arroyo Grande Valley,Central Coast,Talley 1999 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Talley,1999
US,85,20,California,El Dorado,Sierra Foothills,Holly's Hill 1999 Syrah (El Dorado),Syrah,Holly's Hill,1999
US,85,16,California,Arroyo Seco,Central Coast,San Simeon 1999 Syrah (Arroyo Seco),Syrah,San Simeon,1999
US,85,22,California,Napa County-Sonoma County-Lake County,North Coast,Aquinas 2014 Cabernet Sauvignon (Napa County-Sonoma County-Lake County),Cabernet Sauvignon,Aquinas,2014
US,85,25,California,Napa Valley,Napa,Educated Guess 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Educated Guess,2014
US,93,35,California,Anderson Valley,,Betwixt 2015 Helluva vineyard Pinot Noir (Anderson Valley),Pinot Noir,Betwixt,2015
US,93,70,Washington,Walla Walla Valley (WA),Columbia Valley,Reynvaan Family Vineyards 2014 Estate In the Rocks Syrah (Walla Walla Valley (WA)),Syrah,Reynvaan Family Vineyards,2014
US,93,100,Washington,Columbia Valley (WA),Columbia Valley,Shoup 2013 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Shoup,2013
US,93,65,California,Sonoma Coast,Sonoma,Talisman 2014 Huckleberry's Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Talisman,2014
US,93,58,Washington,Columbia Valley (WA),Columbia Valley,Tenor 2014 Syrah (Columbia Valley (WA)),Syrah,Tenor,2014
US,93,40,California,Anderson Valley,,Long Meadow Ranch 2015 Pinot Noir (Anderson Valley),Pinot Noir,Long Meadow Ranch,2015
US,93,65,California,Russian River Valley,Sonoma,Amici 2014 Reserve Pinot Noir (Russian River Valley),Pinot Noir,Amici,2014
US,93,19,California,Russian River Valley,Sonoma,Bodkin 2016 Hotspur Rosé of Syrah (Russian River Valley),Syrah,Bodkin,2016
US,93,82,California,Anderson Valley,,Goldeneye 2014 Confluence Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye,2014
US,93,70,California,Anderson Valley,,FEL 2014 Savoy Vineyard Pinot Noir (Anderson Valley),Pinot Noir,FEL,2014
US,93,85,Washington,Walla Walla Valley (WA),Columbia Valley,Figgins 2014 Estate Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Figgins,2014
US,90,75,California,Alexander Valley,Sonoma,Rodney Strong 2012 Alexander's Crown Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Rodney Strong,2012
US,90,40,Washington,Wahluke Slope,Columbia Valley,Seven Falls 2012 GPS Stonetree Vineyard Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Seven Falls,2012
US,90,25,Washington,Columbia Valley (WA),Columbia Valley,Soos Creek 2012 Terrible Beauty Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Soos Creek,2012
US,90,30,California,Ballard Canyon,Central Coast,Stolpman 2013 Estate Grown Syrah (Ballard Canyon),Syrah,Stolpman,2013
US,90,15,Washington,Columbia Valley (WA),Columbia Valley,Chateau Ste. Michelle 2013 Syrah (Columbia Valley (WA)),Syrah,Chateau Ste. Michelle,2013
US,90,38,California,Russian River Valley,Sonoma,City Winery of New York 2012 Bacigalupi Vineyard Reserve Pinot Noir (Russian River Valley),Pinot Noir,City Winery of New York,2012
US,90,56,California,Paso Robles,Central Coast,Daou 2012 Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Daou,2012
US,88,25,Washington,Walla Walla Valley (WA),Columbia Valley,College Cellars 2012 Clarke Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,College Cellars,2012
US,88,12,Washington,Columbia Valley (WA),Columbia Valley,Columbia Crest 2012 Grand Estates Gold Limited Release Red (Columbia Valley (WA)),Red Blend,Columbia Crest,2012
US,88,32,Washington,Columbia Valley (WA),Columbia Valley,Dusted Valley 2012 Stained Tooth Syrah (Columbia Valley (WA)),Syrah,Dusted Valley,2012
US,88,29,Washington,Walla Walla Valley (WA),Columbia Valley,Golden Ridge 2010 Estate Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Golden Ridge,2010
US,88,25,New York,Finger Lakes,Finger Lakes,Atwater 2012 Pinot Noir (Finger Lakes),Pinot Noir,Atwater,2012
US,88,34,Washington,Yakima Valley,Columbia Valley,Brian Carter Cellars 2010 Tuttorosso Red (Yakima Valley),Red Blend,Brian Carter Cellars,2010
US,88,34,Washington,Yakima Valley,Columbia Valley,Brian Carter Cellars 2011 Corrida Red (Yakima Valley),Red Blend,Brian Carter Cellars,2011
US,88,32,Washington,Walla Walla Valley (WA),Columbia Valley,Burnt Bridge 2012 Blend X Les Collines Vineyard Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Burnt Bridge,2012
US,88,34,Washington,Walla Walla Valley (WA),Columbia Valley,Burnt Bridge 2012 Les Collines Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Burnt Bridge,2012
US,88,40,Washington,Horse Heaven Hills,Columbia Valley,Two Vintners 2012 Some Days Are Diamonds Syrah (Horse Heaven Hills),Syrah,Two Vintners,2012
US,88,36,Washington,Columbia Valley (WA),Columbia Valley,Zero One Vintners 2010 The Wild Sky Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Zero One Vintners,2010
US,88,30,New York,North Fork of Long Island,Long Island,Macari 2010 Dos Aguas Red (North Fork of Long Island),Bordeaux-style Red Blend,Macari,2010
US,88,32,Washington,Horse Heaven Hills,Columbia Valley,Northwest Cellars 2010 Coyote Canyon Vineyard Syrah (Horse Heaven Hills),Syrah,Northwest Cellars,2010
US,88,20,California,San Luis Obispo County,Central Coast,Bishop's Peak 2013 Pinot Noir (San Luis Obispo County),Pinot Noir,Bishop's Peak,2013
US,88,42,Washington,Wahluke Slope,Columbia Valley,Bunnell 2009 Clifton Hill Vineyard Syrah (Wahluke Slope),Syrah,Bunnell,2009
US,88,54,California,Rutherford,Napa,Scroll 2012 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Scroll,2012
US,88,36,California,Paso Robles,Central Coast,Sculpterra 2012 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Sculpterra,2012
US,88,35,Washington,Columbia Valley (WA),Columbia Valley,Pomum 2012 Syrah (Columbia Valley (WA)),Syrah,Pomum,2012
US,87,17,Oregon,Willamette Valley,Willamette Valley,Firesteed 2014 Pinot Noir (Willamette Valley),Pinot Noir,Firesteed,2014
US,87,20,California,Red Hills Lake County,,Owl Ridge 2014 Cabernet Sauvignon (Red Hills Lake County),Cabernet Sauvignon,Owl Ridge,2014
US,87,18,California,Monterey County,Central Coast,The Archivist 2014 Pinot Noir (Monterey County),Pinot Noir,The Archivist,2014
US,87,80,Oregon,Willamette Valley,Willamette Valley,White Rose 2014 The Neo-Classical Objective Pinot Noir (Willamette Valley),Pinot Noir,White Rose,2014
US,86,22,California,California,California Other,Cinnabar 2011 Mercury Rising Red (California),Bordeaux-style Red Blend,Cinnabar,2011
US,86,20,Oregon,Oregon,Oregon Other,Duck Pond 2012 Fries Family Cellars Pinot Noir (Oregon),Pinot Noir,Duck Pond,2012
US,86,75,California,Napa Valley,Napa,Flora Springs 2011 Trilogy Red (Napa Valley),Bordeaux-style Red Blend,Flora Springs,2011
US,86,16,California,Sonoma County,Sonoma,Kenwood 2011 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Kenwood,2011
US,86,30,California,Mendocino County,,Moniker 2012 Pinot Noir (Mendocino County),Pinot Noir,Moniker,2012
US,92,32,California,Santa Barbara County,Central Coast,Silver 2010 Trentotto File Syrah (Santa Barbara County),Syrah,Silver,2010
US,92,68,California,Ballard Canyon,Central Coast,Stolpman 2012 Angeli Syrah (Ballard Canyon),Syrah,Stolpman,2012
US,92,55,Washington,Red Mountain,Columbia Valley,Betz Family 2012 La Côte Rousse Syrah (Red Mountain),Syrah,Betz Family,2012
US,86,18,California,California,California Other,The Naked Grape NV Harvest Red (California),Red Blend,The Naked Grape,
US,86,36,California,Sonoma Valley,Sonoma,Tin Barn 2013 Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Tin Barn,2013
US,86,75,California,Napa Valley,Napa,Rubinna 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rubinna,2012
US,86,8,California,California,California Other,Three Thieves 2014 Red (California),Red Blend,Three Thieves,2014
US,82,27,California,Napa Valley,Napa,Experience 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Experience,2012
US,81,85,California,Knights Valley,Sonoma,Delectus 2012 French Wedding Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Delectus,2012
US,80,19,California,Napa Valley,Napa,Kirkland Signature 2013 Signature Series Mountain Cuvee Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Kirkland Signature,2013
US,96,100,Oregon,Willamette Valley,Willamette Valley,Ponzi 2013 Madrona Pinot Noir (Willamette Valley),Pinot Noir,Ponzi,2013
US,95,100,Oregon,Willamette Valley,Willamette Valley,Ponzi 2013 Aurora Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ponzi,2013
US,89,40,California,Sta. Rita Hills,Central Coast,Roblar 2013 Gold Collection Pinot Noir (Sta. Rita Hills),Pinot Noir,Roblar,2013
US,89,46,California,Santa Lucia Highlands,Central Coast,Anaba 2012 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Anaba,2012
US,89,25,New York,Seneca Lake,Finger Lakes,Bellangelo 2012 Red (Seneca Lake),Bordeaux-style Red Blend,Bellangelo,2012
US,89,20,Washington,Columbia Valley (WA),Columbia Valley,Thurston Wolfe 2012 The Spaniard Premium Red (Columbia Valley (WA)),Red Blend,Thurston Wolfe,2012
US,88,35,Oregon,Umpqua Valley,Southern Oregon,Melrose 2009 Parker's Pinot Noir (Umpqua Valley),Pinot Noir,Melrose,2009
US,88,43,Oregon,Oregon,Oregon Other,Merrill Cellars 2009 Reserve Pinot Noir (Oregon),Pinot Noir,Merrill Cellars,2009
US,88,17,California,Dry Creek Valley,Sonoma,Pedroncelli 2010 Three Vineyards Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Pedroncelli,2010
US,88,38,Oregon,Willamette Valley,Willamette Valley,Raptor Ridge 2010 Trig Pinot Noir (Willamette Valley),Pinot Noir,Raptor Ridge,2010
US,88,35,Oregon,Eola-Amity Hills,Willamette Valley,Redhawk 2010 Pataccoli Family Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Redhawk,2010
US,88,30,Oregon,Willamette Valley,Willamette Valley,Redhawk 2010 Vintner's Reserve Pinot Noir (Willamette Valley),Pinot Noir,Redhawk,2010
US,88,40,Virginia,Virginia,,Tarara 2010 Nevaeh Red (Virginia),Red Blend,Tarara,2010
US,88,27,Oregon,Willamette Valley,Willamette Valley,Chehalem 2010 Three Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Chehalem,2010
US,88,50,Oregon,Willamette Valley,Willamette Valley,Erath 2010 Leland Pinot Noir (Willamette Valley),Pinot Noir,Erath,2010
US,86,25,Washington,Horse Heaven Hills,Columbia Valley,Canoe Ridge 2005 Syrah (Horse Heaven Hills),Syrah,Canoe Ridge,2005
US,86,42,California,Russian River Valley,Sonoma,De Loach 2006 Maboroshi Vineyard Pinot Noir (Russian River Valley),Pinot Noir,De Loach,2006
US,82,42,California,Santa Lucia Highlands,Central Coast,Talbott 2011 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Talbott,2011
US,82,10,California,California,California Other,Lost Angel 2009 Mischief Red (California),Red Blend,Lost Angel,2009
